FIPS,damage,deaths,injuries,cost,cost_percent_of_median,cost_bins,danger_bins
1001,26788100.0,7.0,96.0,94588100.0,200.26062562853966,3,4
1003,54686000.0,29.0,57.0,318536000.0,674.4000423437252,4,5
1005,2594000.0,0.0,17.0,3444000.0,7.2915894775842895,1,4
1007,16973750.0,1.0,20.0,26973750.0,57.1084528661409,2,3
1009,33177500.0,1.0,59.0,45127500.0,95.54332292383422,2,4
1011,5939000.0,2.0,0.0,23939000.0,50.68332186524109,2,3
1013,5315500.0,2.0,7.0,23665500.0,50.10427142327847,2,4
1015,131719500.0,11.0,81.0,234769500.0,497.05075954057054,3,4
1017,8849000.0,4.0,6.0,45149000.0,95.58884242841263,2,3
1019,23633000.0,3.0,41.0,52683000.0,111.53972370719313,3,3
1021,4145000.0,12.0,6.0,112445000.0,238.06700894511192,3,4
1023,20430750.0,2.0,4.0,38630750.0,81.78849309267983,2,4
1025,7482500.0,4.0,17.0,44332500.0,93.86015984756258,2,4
1027,2806000.0,1.0,5.0,12056000.0,25.524797544063937,2,3
1029,4431100.0,0.0,1.0,4481100.0,9.487323347271476,1,3
1031,373185250.0,17.0,59.0,529135250.0,1120.2778806965543,4,5
1033,17061150.0,6.0,45.0,73311150.0,155.2133594452972,3,4
1035,5201500.0,1.0,3.0,14351500.0,30.38479860265707,2,4
1037,1748100.0,0.0,8.0,2148100.0,4.547927803948553,1,3
1039,34407500.0,5.0,3.0,79557500.0,168.43804583708254,3,4
1041,5874000.0,0.0,0.0,5874000.0,12.436352088074948,1,4
1043,37100600.0,5.0,37.0,83950600.0,177.7390567935214,3,5
1045,266176750.0,4.0,40.0,304176750.0,643.9988355475573,3,4
1047,32366000.0,4.0,68.0,71766000.0,151.94198909649077,3,4
1049,23262200.0,32.0,67.0,314612200.0,666.0926268988514,4,5
1051,65393900.0,16.0,68.0,212793900.0,450.52432117715557,3,4
1053,11303500.0,5.0,5.0,56553500.0,119.73429312443761,3,4
1055,25560500.0,1.0,88.0,38960500.0,82.48663526173715,2,4
1057,17027000.0,5.0,31.0,63577000.0,134.6043508177632,3,4
1059,54256700.0,29.0,4.0,315456700.0,667.8805906949664,4,3
1061,44734720.0,1.0,16.0,54534720.0,115.4601598475626,3,4
1063,23199300.0,4.0,6.0,59499300.0,125.97110040755834,3,4
1065,30709500.0,8.0,86.0,107009500.0,226.55904303181075,3,4
1067,34671430.0,1.0,31.0,45221430.0,95.74219022918541,2,4
1069,189400260.0,6.0,22.0,244500260.0,517.652590906685,3,4
1071,9802900.0,13.0,27.0,128152900.0,271.32355899010213,3,5
1073,1984904100.0,68.0,1172.0,2655504100.0,5622.196792462817,5,5
1075,9417000.0,3.0,21.0,37467000.0,79.32461758323188,2,4
1077,11417300.0,10.0,49.0,103867300.0,219.9064203673318,3,5
1079,47926800.0,23.0,30.0,256426800.0,542.9032975175991,3,5
1081,14864500.0,5.0,139.0,66814500.0,141.45874133276874,3,4
1083,1013028000.0,10.0,142.0,1110128000.0,2350.3477478431164,4,5
1085,9067000.0,4.0,21.0,46117000.0,97.63827872757106,2,4
1087,2813500.0,0.0,5.0,3063500.0,6.486000105859313,1,4
1089,24999400.0,19.0,217.0,206849400.0,437.93870745778855,3,5
1091,53616500.0,3.0,15.0,81366500.0,172.26803578044778,3,4
1093,189216750.0,28.0,224.0,452416750.0,957.8505266500821,4,5
1095,24002000.0,16.0,111.0,173552000.0,367.44190970200606,3,5
1097,49063500.0,8.0,41.0,123113500.0,260.6542105541735,3,5
1099,4680000.0,1.0,6.0,13980000.0,29.598263907267242,2,4
1101,32500500.0,18.0,164.0,202700500.0,429.1547133859101,3,4
1103,15119100.0,7.0,15.0,78869100.0,166.98057481606946,3,5
1105,12801000.0,2.0,0.0,30801000.0,65.21145397766368,2,4
1107,14659000.0,2.0,52.0,35259000.0,74.6498703223416,2,5
1109,7675750.0,4.0,44.0,45875750.0,97.12750754247605,2,3
1111,5395000.0,0.0,1.0,5445000.0,11.528079182766104,1,3
1113,2959250.0,2.0,9.0,21409250.0,45.32736992536918,2,4
1115,208779500.0,18.0,56.0,373579500.0,790.9373842163764,4,5
1117,19294750.0,1.0,41.0,30344750.0,64.24548774678452,2,4
1119,31258000.0,2.0,10.0,49758000.0,105.3469538982692,3,4
1121,10927000.0,5.0,23.0,57077000.0,120.84264013126555,3,4
1123,119709800.0,2.0,67.0,141059800.0,298.6498703223416,3,4
1125,1562836000.0,74.0,1103.0,2283986000.0,4835.623776001694,5,5
1127,145010500.0,21.0,184.0,343210500.0,726.6405547027999,4,4
1129,13653500.0,3.0,11.0,41203500.0,87.23548404170856,2,4
1131,2639500.0,1.0,2.0,11739500.0,24.854708092944477,2,4
1133,19814000.0,1.0,71.0,32364000.0,68.5206161012015,2,4
2013,434600.0,0.0,1.0,484600.0,1.025988461334886,0,0
2016,26154000.0,0.0,0.0,26154000.0,55.372889429947605,2,2
2020,34318233.333333336,18.33333333333333,46.33333333333333,201634899.99999997,426.89863970782824,3,1
2050,6591583.333333332,7.5,2.0,74191583.33333333,157.0774008010021,3,1
2060,427333.33333333326,0.0,0.0,427333.33333333326,0.9047442615430757,0,0
2068,5223183.333333333,2.5,6.0,28023183.333333332,59.33029869969477,2,3
2070,427333.33333333326,0.0,0.0,427333.33333333326,0.9047442615430757,0,0
2090,8722433.333333334,4.0,6.0,45022433.333333336,95.32087722084017,2,0
2100,704000.0,0.0,11.0,1254000.0,2.654951569364315,1,0
2110,3811000.0,0.0,15.0,4561000.0,9.656486529402423,1,0
2122,32917716.666666664,5.5,12.0,83017716.66666666,175.76396901850774,3,2
2130,2602000.0,0.0,0.0,2602000.0,5.50891864711798,1,0
2150,3426733.333333333,0.6666666666666666,0.6666666666666666,9460066.666666666,20.028723160253357,2,1
2164,3831333.333333334,0.6666666666666666,1.6666666666666663,9914666.666666668,20.99119603380441,2,2
2170,7172083.333333332,12.833333333333336,10.333333333333332,123188750.00000001,260.813528820198,3,2
2180,89425386.66666667,6.0,7.0,143775386.6666667,304.3992730993843,3,2
2185,31951466.66666667,4.0,5.0,68201466.66666667,144.3952081017661,3,3
2188,1327300.0000000002,5.0,3.0,46477300.0,98.40110093685493,2,2
2201,0.0,0.0,0.0,0.0,0.0,0,0
2220,14782800.0,10.0,0.0,104782800.0,221.84470438786855,3,1
2232,0.0,0.0,0.0,0.0,0.0,0,0
2240,2336833.333333333,4.333333333333333,1.3333333333333333,41403500.0,87.6589212936008,2,1
2261,8243066.666666666,9.666666666666666,4.666666666666666,95476400.0,202.14132218281904,3,2
2270,0.0,0.0,0.0,0.0,0.0,0,0
2280,0.0,0.0,0.0,0.0,0.0,0,0
2282,4630000.0,6.0,4.0,58830000.0,124.554067644101,3,1
2290,15250999.999999998,5.0,7.0,60601000.0,128.30360450960674,3,2
4001,58540833.33333334,10.333333333333332,17.333333333333336,152407499.99999997,322.67506483882914,3,2
4003,28215916.666666664,18.0,56.5,193040916.66666666,408.70357628045656,3,2
4005,109544633.33333331,61.33333333333333,548.3333333333334,688961299.9999999,1458.6593976605088,4,5
4007,7833000.0,13.0,20.0,125833000.0,266.4118985867782,3,2
4009,9658583.333333334,0.0,0.5,9683583.333333334,20.50194957568059,2,1
4011,765500.0,0.0,0.0,765500.0,1.6207060816175303,0,0
4012,13438000.0,2.0,0.0,31438000.0,66.56010162494044,2,0
4013,3268770000.0,13.0,84.0,3389970000.0,7177.197903985603,5,3
4015,32715100.0,27.0,193.0,285365100.0,604.1710686497645,3,3
4017,108922333.33333334,22.33333333333333,20.333333333333336,310939000.0,658.3157783305986,4,3
4019,200343133.3333333,40.0,269.5,573818133.3333333,1214.8798673229942,4,3
4021,22824433.33333333,20.0,160.0,210824433.3333333,446.35459341202204,3,2
4023,30285383.33333333,5.0,14.5,76010383.33333333,160.9281391697101,3,1
4025,40548500.0,58.0,32.0,564148500.0,1194.4074524956334,4,2
4027,15006500.0,0.0,9.0,15456500.0,32.72428941936167,2,0
5001,89897000.0,1.0,12.0,99497000.0,210.6536812576086,3,3
5003,26792300.0,3.0,12.0,54392300.0,115.15863018049014,3,3
5005,136710000.0,6.0,51.0,193260000.0,409.1674165034669,3,3
5007,95521800.0,16.0,40.0,241521800.0,511.3466363203303,3,4
5009,113509000.0,4.0,29.0,150959000.0,319.60832054199966,3,2
5011,10249000.0,5.0,7.0,55599000.0,117.71343883978193,3,2
5013,11698000.0,0.0,0.0,11698000.0,24.766844863176836,2,3
5015,37475600.0,5.0,0.0,82475600.0,174.61620706081618,3,2
5017,27936300.0,1.0,4.0,37136300.0,78.62446408722808,2,3
5019,139870350.0,10.0,109.0,235320350.0,498.21701159159477,3,4
5021,31465570.0,5.0,4.0,76665570.0,162.31529137775894,3,3
5023,103537000.0,4.0,35.0,141287000.0,299.13089504049117,3,2
5025,10469000.0,0.0,1.0,10519000.0,22.270682263272114,2,2
5027,215012000.0,1.0,7.0,224362000.0,475.01614354522843,3,3
5029,62696000.0,7.0,31.0,127246000.0,269.40348277139685,3,4
5031,18305990.0,12.0,13.0,126955990.0,268.78947758429047,3,3
5033,159710200.0,1.0,64.0,171910200.0,363.96591330122266,3,4
5035,14392680.0,4.0,18.0,51292680.0,108.59615730693908,3,1
5037,12808170.0,2.0,24.0,32008170.0,67.76725771449743,2,3
5039,14000000.0,2.0,4.0,32200000.0,68.17339755464987,2,3
5041,54869000.0,0.0,28.0,56269000.0,119.13195363362092,3,2
5043,10344000.0,0.0,8.0,10744000.0,22.747049171650875,2,3
5045,313691500.0,26.0,229.0,559141500.0,1183.806700894511,4,4
5047,12221500.0,3.0,22.0,40321500.0,85.3681257608638,2,4
5049,115985100.0,2.0,6.0,134285100.0,284.30656857036996,3,2
5051,79840350.0,9.0,48.0,163240350.0,345.6102260096332,3,4
5053,16097000.0,3.0,9.0,43547000.0,92.19711004075583,2,3
5055,47816860.0,2.0,58.0,68716860.0,145.4863917853173,3,3
5057,85747000.0,0.0,9.0,86197000.0,182.495104006775,3,3
5059,25168000.0,2.0,37.0,45018000.0,95.31149102842322,2,4
5061,88783500.0,2.0,15.0,107533500.0,227.66844863176837,3,3
5063,143337000.0,1.0,9.0,152787000.0,323.4785370242947,3,3
5065,144209000.0,9.0,55.0,227959000.0,482.6316625205102,3,3
5067,124789000.0,7.0,72.0,191389000.0,405.206161012015,3,3
5069,25119500.0,9.0,21.0,107169500.0,226.8977928333245,3,3
5071,78690300.0,6.0,19.0,133640300.0,282.9414068702694,3,3
5073,83860000.0,1.0,6.0,93160000.0,197.23707193140316,3,2
5075,26583610.0,5.0,35.0,73333610.0,155.2609114486847,3,2
5077,1061780.0,1.0,1.0,10111780.0,21.40852167469433,2,2
5079,8822000.0,0.0,3.0,8972000.0,18.99539511988567,2,3
5081,83910000.0,3.0,5.0,111160000.0,235.34642460170434,3,2
5083,52271200.0,1.0,4.0,61471200.0,130.14597999258984,3,3
5085,63169200.0,11.0,24.0,163369200.0,345.88302545916474,3,4
5087,37118300.0,9.0,8.0,118518300.0,250.92531625469752,3,3
5089,131974000.0,5.0,14.0,177674000.0,376.16895146350504,3,2
5091,174130100.0,3.0,18.0,202030100.0,427.73535171756737,3,2
5093,6601820.0,22.0,18.0,205501820.0,435.0856295982639,3,3
5095,46246000.0,0.0,3.0,46396000.0,98.22897369396073,2,3
5097,23657250.0,20.0,32.0,205257250.0,434.56782935478753,3,3
5099,83996600.0,3.0,4.0,111196600.0,235.42391361880058,3,3
5101,15660900.0,2.0,8.0,34060900.0,72.11326946488117,2,2
5103,16334100.0,1.0,0.0,25334100.0,53.63700841581538,2,3
5105,38567000.0,1.0,0.0,47567000.0,100.70819880378976,3,3
5107,4511650.0,2.0,5.0,22761650.0,48.19065262266448,2,2
5109,8838500.0,0.0,1.0,8888500.0,18.818610067220664,2,3
5111,10425800.0,11.0,2.0,109525800.0,231.88651881649287,3,2
5113,155108500.0,3.0,39.0,184058500.0,389.6861271370349,3,3
5115,85910150.0,10.0,19.0,176860150.0,374.4458794262425,3,3
5117,47533100.0,3.0,11.0,75083100.0,158.96490763774943,3,3
5119,560152300.0,49.0,336.0,1017952300.0,2155.194622346901,4,5
5121,36685630.0,3.0,7.0,64035630.0,135.57535595193988,3,3
5123,9806370.0,7.0,18.0,73706370.0,156.05011379876143,3,2
5125,115860500.0,14.0,86.0,246160500.0,521.1676282220928,3,5
5127,42814000.0,9.0,1.0,123864000.0,262.2431588418991,3,2
5129,113970700.0,0.0,0.0,113970700.0,241.29720002117185,3,2
5131,177555300.0,6.0,51.0,234105300.0,495.64452442703646,3,4
5133,417513100.0,4.0,12.0,454113100.0,961.4420155613191,4,2
5135,169886000.0,5.0,25.0,216136000.0,457.60016937490076,3,3
5137,150053100.0,7.0,14.0,213753100.0,452.5551262372307,3,3
5139,90085500.0,2.0,23.0,109235500.0,231.27189964537132,3,3
5141,106160000.0,7.0,112.0,174760000.0,369.9994707034351,3,4
5143,165533100.0,20.0,1566.0,423833100.0,897.3336156248346,4,3
5145,73254450.0,12.0,88.0,185654450.0,393.0650505478219,3,4
5147,37376600.0,0.0,4.0,37576600.0,79.55666119726882,2,3
5149,39218700.0,3.0,6.0,66518700.0,140.83247763722014,3,3
6001,42960843.33333334,6.5,24.666666666666664,102694176.66666667,217.4226997653452,3,1
6003,253173411.11111116,10.611111111111112,22.055555555555554,349776188.88888896,740.5413410022526,4,1
6005,8895368.253968254,16.368253968253967,45.61269841269842,158490288.8888889,335.5534618935879,3,1
6007,11899220266.666668,63.06666666666667,72.06666666666666,12470423600.000002,26402.209495580377,5,2
6009,11015235.396825396,11.225396825396825,27.8984126984127,113438727.46031745,240.17091506974532,3,1
6011,49275133.33333334,7.066666666666666,30.000000000000004,114375133.33333334,242.1534607173733,3,1
6013,62283833.33333334,6.5,20.666666666666664,121817166.66666667,257.90963143315867,3,1
6015,24013800.0,1.0,0.0,33013800.0,69.89636373259938,2,0
6017,286980268.2539681,18.46825396825397,40.912698412698404,455240188.8888888,963.8282726700658,4,3
6019,22186500.0,1.0,26.0,32486500.0,68.7799714179855,2,2
6021,25448133.33333333,4.066666666666666,14.0,62748133.33333333,132.84948570017113,3,1
6023,40781100.0,7.0,21.0,104831100.0,221.9469644842005,3,1
6025,6724000.0,0.0,5.0,6974000.0,14.765256973482241,1,1
6027,79860000.0,24.0,43.0,298010000.0,630.942677182025,3,3
6029,61844700.0,2.0,10.0,80344700.0,170.10469486053034,3,3
6031,1665690.0,0.0,0.0,1665690.0,3.5265759805218866,1,0
6033,47721800.0,5.4,20.0,97321800.0,206.04837770602867,3,0
6035,7277333.333333335,0.4,3.066666666666667,11030666.66666667,23.353975899363085,2,1
6037,259910000.0,82.0,211.0,1008460000.0,2135.097655216218,4,4
6039,8598500.0,0.0,4.0,8798500.0,18.62806330386916,2,0
6041,245920900.0,22.66666666666667,18.666666666666668,450854233.3333333,954.5423878332363,4,1
6043,17718800.0,6.0,6.0,72018800.0,152.47721378288256,3,0
6045,111734000.0,16.0,4.0,255934000.0,541.8599481289366,3,0
6047,24128500.0,0.0,7.0,24478500.0,51.8255438522204,2,1
6049,666596400.0,2.0,0.0,684596400.0,1449.418091356587,4,0
6051,12074400.0,12.0,23.0,121224400.0,256.6546339914254,3,2
6053,121035560.0,19.0,21.0,293085560.0,620.5167204784841,3,2
6055,135798300.0,5.666666666666668,2.6666666666666665,186931633.33333334,395.76908555196815,3,2
6057,262247458.73015875,15.992063492063494,28.1984126984127,407585950.7936508,862.9353745697365,4,3
6059,200859266.6666667,24.33333333333333,74.66666666666667,423592599.99999994,896.8244323294341,4,2
6061,266212268.2539683,19.46825396825397,40.912698412698404,443472188.8888889,938.9132247687268,4,3
6063,28291433.333333336,1.4,1.0666666666666669,40944766.66666667,86.68769738351065,2,2
6065,281542666.6666666,52.33333333333333,420.66666666666674,773575999.9999999,1637.8044778489386,4,5
6067,18934839.52380952,7.476190476190476,27.380952380952387,87589601.42857143,185.44350061625244,3,2
6069,96000.0,1.0,0.0,9096000.0,19.257926216058856,2,0
6071,1916667700.0,118.0,778.0,3017567700.0,6388.752871433864,5,5
6073,2957749066.6666665,195.33333333333331,1996.6666666666665,4815582399.999999,10195.48488858307,5,5
6075,57714060.0,16.0,68.0,205114060.0,434.26466945429524,3,0
6077,9990066.666666668,7.7333333333333325,25.86666666666667,80883399.99999999,171.24522309850207,3,1
6079,13290000.0,9.0,14.0,94990000.0,201.1115227862171,3,2
6081,35730020.0,14.166666666666664,43.0,165380020.0,350.1403059334145,3,1
6083,80682000.0,52.0,370.0,567182000.0,1200.8299370137088,4,1
6085,31405843.33333333,14.166666666666664,19.666666666666664,159889176.66666666,338.5151678752271,3,3
6087,119647010.0,34.666666666666664,39.0,433597010.0,918.0056317154502,4,1
6089,12925726733.333334,77.8,141.0666666666667,13632980066.666668,28863.55807265478,5,2
6091,11558844.444444446,3.111111111111112,14.222222222222221,40269955.55555557,85.2589965713345,2,2
6093,184400000.0,8.0,23.0,257550000.0,545.2813211242259,3,2
6095,23952809.52380952,7.476190476190474,28.380952380952387,92657571.4285714,196.17333706361384,3,1
6097,240404700.0,25.66666666666667,25.66666666666667,472688033.3333333,1000.7686091850596,4,3
6099,4918010.0,7.4,14.2,72228010.0,152.92015032022442,3,1
6101,8603476.190476192,7.809523809523809,21.714285714285715,79974904.76190476,169.32176946362094,3,1
6103,13435298733.333334,70.8,119.06666666666668,14078452066.666668,29806.705270029466,5,2
6105,9550000.0,0.0,0.0,9550000.0,20.21912877785423,2,0
6107,98714030.0,4.0,10.0,135214030.0,286.27328640237124,3,1
6109,55806225.3968254,13.225396825396825,27.8984126984127,176229717.46031746,373.1111363157095,3,1
6111,25700000.0,29.0,81.0,290750000.0,615.571904938337,3,2
6113,5897142.857142857,5.1428571428571415,23.714285714285715,53368571.42857142,112.9912061156437,3,0
6115,28119158.73015873,10.492063492063492,25.6984126984127,123832650.7936508,262.17678673297155,3,2
8001,449798400.0,10.6,37.4,547068400.0,1158.2456994654106,4,3
8003,4988857.142857143,1.0,3.0,14138857.142857142,29.934594067341642,2,2
8005,1089889066.6666667,9.266666666666667,66.39999999999999,1176609066.6666667,2491.1005487041057,4,4
8007,3828121.4285714286,2.4285714285714284,6.142857142857142,25992407.14285714,55.03076725317767,2,2
8009,2863500.0,1.0,2.0,11963500.0,25.32895781506378,2,3
8011,8016000.0,1.0,11.0,17566000.0,37.19049383369502,2,2
8013,561254000.0,14.523809523809526,36.30952380952381,693783761.9047619,1468.869447742046,4,4
8014,23710400.000000004,6.266666666666667,33.06666666666667,81763733.33333333,173.10905273558106,3,1
8015,5002857.142857144,8.0,8.666666666666666,77436190.47619048,163.94683846120887,3,1
8017,2998600.0,0.0,2.0,3098600.0,6.5603133435664,1,3
8019,21986000.0,4.057142857142857,27.142857142857146,59857428.57142857,126.72932529810738,3,2
8021,15423333.333333336,9.666666666666666,2.6666666666666665,102556666.66666667,217.13156548280668,3,1
8023,44939523.80952381,6.666666666666668,6.666666666666668,105272857.14285715,222.88224663707646,3,2
8025,10041000.0,4.0,5.0,46291000.0,98.0066691367173,2,0
8027,12791857.142857142,3.5,3.0,44441857.14285714,94.09168928779367,2,2
8029,4271566.666666666,6.666666666666668,5.4,64541566.66666667,136.64651811076413,3,4
8031,167358400.0,7.6,41.4,237828400.0,503.5270205896364,3,2
8033,493821.4285714285,2.4285714285714284,2.8095238095238093,22491440.476190474,47.6185687316794,2,2
8035,59020066.66666667,7.466666666666666,56.40000000000001,129040066.66666667,273.2018560666208,3,3
8037,14573900.0,17.86666666666667,33.33333333333333,177040566.6666667,374.827855113887,3,3
8039,11471666.666666668,6.666666666666666,37.0,73321666.66666666,155.23562518745916,3,4
8041,2681282966.666667,22.0,94.0,2883982966.666667,6105.929109546746,5,5
8043,28128523.80952381,5.5,4.0,77828523.8095238,164.7774812036708,3,3
8045,24463133.333333336,24.86666666666667,570.0,276763133.3333334,585.9591030187548,3,3
8047,22230000.0,4.057142857142857,9.142857142857142,59201428.57142857,125.34045111190085,3,1
8049,205000.0,6.857142857142858,31.642857142857142,63501428.571428575,134.4443520275839,3,1
8051,455499.99999999994,8.066666666666666,16.733333333333334,73892166.66666667,156.4434799484818,3,3
8053,229371.42857142852,3.828571428571428,7.542857142857143,35063657.142857134,74.23629310931484,2,2
8055,36967523.80952381,2.1666666666666665,9.666666666666666,56950857.14285715,120.57557220739352,3,3
8057,5000.0,4.0,4.5,36230000.0,76.70565818027842,2,1
8059,2838508000.0000005,11.723809523809527,31.809523809523807,2945612761.9047627,6236.410865198249,5,2
8061,358000.0,0.0,4.0,558000.0,1.1813899327793362,0,3
8063,3810450.0,4.0,27.0,41160450.0,87.14433917323876,2,4
8065,15000.0,4.0,5.666666666666666,36298333.333333336,76.85033257467492,2,0
8067,20121271.42857143,2.4285714285714284,5.1428571428571415,42235557.14285714,89.42054124354448,2,3
8069,566582000.0,23.0,118.5,779507000.0,1650.361509553803,4,4
8071,26980666.666666664,0.6666666666666666,9.666666666666666,33463999.999999996,70.8495209866088,2,4
8073,5165000.0,6.0,22.0,60265000.0,127.59222992642778,3,3
8075,23766500.0,4.0,18.0,60666500.0,128.44228020960145,3,3
8077,4946383.333333334,7.0,543.0666666666667,95099716.66666666,201.34381340531763,3,4
8079,136666.6666666667,5.666666666666668,0.6666666666666666,51170000.00000001,108.33642089662841,3,2
8081,417033.33333333343,3.2,1.3333333333333333,29283700.0,61.99904726618324,2,4
8083,2667071.428571428,1.4285714285714284,8.80952380952381,15964690.476190474,33.800223312741174,2,2
8085,818150.0000000001,9.066666666666666,11.133333333333333,82974816.66666667,175.67314172797686,3,4
8087,37185000.0,2.0,15.0,55935000.0,118.4248134229609,3,3
8089,778000.0,3.0,0.0,27778000.0,58.81119991531255,2,1
8091,2287900.0,3.4,4.800000000000002,33127900.0,70.1379346848039,2,2
8093,21797000.0,5.057142857142857,18.142857142857142,68218428.57142855,144.43111961346224,3,3
8095,3358000.0,2.0,7.0,21708000.0,45.95987932038321,2,2
8097,13676200.0,17.66666666666667,36.33333333333333,174492866.6666667,369.43389968065776,3,2
8099,11010000.0,3.0,19.0,38960000.0,82.48557666860742,2,3
8101,142936000.0,1.5,20.0,157436000.0,333.3213359445297,3,3
8103,1690549.999999999,2.2,11.333333333333336,22057216.666666668,46.69923604862471,2,3
8105,22581666.66666667,4.666666666666666,0.6666666666666666,64615000.0,136.8019901550839,3,2
8107,1215533.3333333335,3.2,1.3333333333333333,30082200.0,63.689620494362984,2,3
8109,5325190.476190477,6.0,5.666666666666666,59608523.80952381,126.20234755628819,3,2
8111,62571.42857142857,1.4285714285714284,5.1428571428571415,13176857.142857142,27.897860885739995,2,1
8113,1121221.4285714286,3.828571428571428,6.60952380952381,35908840.47619047,76.02570364937378,2,3
8115,1742000.0,0.0,5.0,1992000.0,4.217435028846663,1,1
8117,225000.0,3.8571428571428568,12.142857142857142,35546428.57142857,75.25841014434673,2,0
8119,13995666.666666664,2.0,8.0,32395666.666666664,68.5876603327511,2,2
8121,15935000.0,2.0,4.0,34135000.0,72.27015296670724,2,4
8123,411611000.0,16.0,115.0,561361000.0,1188.5057957973852,4,5
8125,7730500.0,6.0,10.0,62230500.0,131.75355951939872,3,4
9001,37094000.0,35.0,161.0,360144000.0,762.4919282273858,4,4
9003,125132300.0,7.0,42.0,190232300.0,402.7572116656962,3,3
9005,10420500.0,5.0,9.0,55870500.0,118.28825490922563,3,4
9007,2155250.0,4.0,6.0,38455250.0,81.41692690414439,2,3
9009,18219800.0,16.0,36.0,164019800.0,347.2604668395702,3,4
9011,12214300.0,4.0,23.0,49364300.0,104.51341766791933,3,3
9013,59193900.0,6.0,10.0,113693900.0,240.71116286455302,3,3
9015,47408500.0,2.0,4.0,65608500.0,138.90541470385858,3,2
10001,31425540.0,10.0,328.0,137825540.0,291.8023394908167,3,3
10003,67899610.0,30.0,649.0,370349610.0,784.0991054888054,4,4
10005,149075890.0,22.0,543.0,374225890.0,792.3059122426296,4,4
11001,295961200.0,24.0,701.0,547011200.0,1158.1245964113693,4,4
12001,1863610.0,2.0,14.0,20563610.0,43.53699253691843,2,4
12003,5656000.0,0.0,5.0,5906000.0,12.504102048377705,1,3
12005,13962776250.0,146.0,70.0,15280276250.0,32351.190917270946,5,5
12007,12266700.0,0.0,6.0,12566700.0,26.60604456677076,2,3
12009,1516551650.0,64.0,161.0,2100601650.0,4447.364949981475,5,5
12011,618644200.0,134.0,354.0,1842344200.0,3900.585825437993,4,5
12013,1220163700.0,15.0,20.0,1356163700.0,2871.2511512200285,4,4
12015,85549000.0,5.0,18.0,131449000.0,278.30201661991214,3,4
12017,224504000.0,1.0,12.0,234104000.0,495.64177208489923,3,4
12019,3558300.0,0.0,10.0,4058300.0,8.59217699677129,1,4
12021,481936190.0,17.0,46.0,637236190.0,1349.1477054993913,4,5
12023,4763900.0,5.0,15.0,50513900.0,106.9473349917959,3,3
12027,783929000.0,5.0,104.0,834129000.0,1766.0064574180915,4,3
12029,198639500.0,0.0,0.0,198639500.0,420.5568199862383,3,2
12031,26422320.0,32.0,103.0,319572320.0,676.59412480813,4,5
12033,184525000.0,39.0,88.0,539925000.0,1143.1217911395756,4,5
12035,155771300.0,1.0,74.0,168471300.0,356.6851214735616,3,4
12037,672088250.0,6.0,2.0,726188250.0,1537.4757846821574,4,4
12039,608437000.0,7.0,4.0,671637000.0,1421.980627745726,4,4
12041,12311410.0,0.0,2.0,12411410.0,26.27726671253904,2,1
12043,15163000.0,5.0,3.0,60313000.0,127.69385486688192,3,4
12045,933445000.0,16.0,4.0,1077645000.0,2281.575186577039,4,4
12047,1982500.0,5.0,5.0,47232500.0,100.0,2,2
12049,387647500.0,0.0,15.0,388397500.0,822.3098502090721,4,3
12051,7926500.0,6.0,63.0,65076500.0,137.77907161382524,3,3
12053,28868000.0,1.0,5.0,38118000.0,80.70290583814112,2,3
12055,1829298000.0,10.0,6.0,1919598000.0,4064.146509289155,4,4
12057,72677950.0,23.0,104.0,284877950.0,603.139681363468,3,5
12059,27696250.0,0.0,3.0,27846250.0,58.95569787752078,2,4
12061,2108009500.0,17.0,13.0,2261659500.0,4788.354416979834,5,4
12063,1175555750.0,10.0,18.0,1266455750.0,2681.3227121155983,4,4
12065,10609750.0,2.0,0.0,28609750.0,60.57216958661938,2,3
12067,9414950.0,0.0,0.0,9414950.0,19.933202773514,2,2
12069,210105900.0,35.0,58.0,528005900.0,1117.8868363944318,4,5
12071,1176053500.0,21.0,26.0,1366353500.0,2892.824855766686,4,4
12073,401959750.0,15.0,8.0,537359750.0,1137.6906790874928,4,4
12075,7435000.0,1.0,5.0,16685000.0,35.32525273910972,2,3
12077,906016000.0,11.0,0.0,1005016000.0,2127.806065738633,4,3
12079,12844500.0,1.0,8.0,22244500.0,47.09574974858413,2,3
12081,69763500.0,10.0,31.0,161313500.0,341.53072566559047,3,4
12083,4128350.0,3.0,22.0,32228350.0,68.2334197851056,2,4
12085,2051323700.0,8.0,19.0,2124273700.0,4497.483088974752,5,4
12086,1678126000.0,103.0,197.0,2614976000.0,5536.391256020748,5,5
12087,883241000.0,33.0,125.0,1186491000.0,2512.0224421743505,4,4
12089,29960400.0,14.0,11.0,156510400.0,331.3616683427725,3,3
12091,16576500.0,14.0,93.0,147226500.0,311.70592282856086,3,4
12093,350427700.0,1.0,12.0,360027700.0,762.2456994654104,4,3
12095,2122300300.0,30.0,127.0,2398650300.0,5078.389456412428,5,5
12097,1037265000.0,37.0,152.0,1377865000.0,2917.1968453924733,4,4
12099,22523390500.0,85.0,311.0,23303940500.0,49338.782617900804,5,5
12101,144362500.0,6.0,20.0,199362500.0,422.08754565182875,3,4
12103,1420564250.0,38.0,182.0,1771664250.0,3750.9432064785897,4,4
12105,2231577500.0,32.0,186.0,2528877500.0,5354.104694860531,5,5
