FIPS,Winter,Storm,Flood,Fire,Heat,Drought,Hurricane,pct_Winter,pct_Storm,pct_Flood,pct_Fire,pct_Heat,pct_Drought,pct_Hurricane
1131,10,70,9,0,2,2,7,16.666666666666664,35.714285714285715,30.0,0.0,66.66666666666666,22.22222222222222,700.0
1133,26,279,16,0,4,28,5,43.333333333333336,142.3469387755102,53.333333333333336,0.0,133.33333333333331,311.11111111111114,500.0
2013,66,97,1,1,0,0,0,110.00000000000001,49.48979591836735,3.3333333333333335,100.0,0.0,0.0,0.0
2016,162,272,4,0,0,0,0,270.0,138.77551020408163,13.333333333333334,0.0,0.0,0.0,0.0
2020,126,287,9,1,0,0,0,210.0,146.42857142857142,30.0,100.0,0.0,0.0,0.0
2050,241,54,33,1,0,0,0,401.6666666666667,27.55102040816326,110.00000000000001,100.0,0.0,0.0,0.0
2060,45,35,11,0,0,0,0,75.0,17.857142857142858,36.666666666666664,0.0,0.0,0.0,0.0
2068,161,184,20,4,0,0,0,268.3333333333333,93.87755102040816,66.66666666666666,400.0,0.0,0.0,0.0
2070,45,35,11,0,0,0,0,75.0,17.857142857142858,36.666666666666664,0.0,0.0,0.0,0.0
2090,133,77,33,14,0,0,0,221.66666666666669,39.285714285714285,110.00000000000001,1400.0,0.0,0.0,0.0
2100,175,157,1,1,11,2,0,291.66666666666663,80.10204081632652,3.3333333333333335,100.0,366.66666666666663,22.22222222222222,0.0
2110,274,266,7,2,11,2,0,456.66666666666663,135.71428571428572,23.333333333333332,200.0,366.66666666666663,22.22222222222222,0.0
2122,242,186,29,3,0,0,0,403.3333333333333,94.89795918367348,96.66666666666667,300.0,0.0,0.0,0.0
2130,100,159,1,1,0,0,0,166.66666666666669,81.12244897959184,3.3333333333333335,100.0,0.0,0.0,0.0
2150,74,76,12,1,0,0,0,123.33333333333334,38.775510204081634,40.0,100.0,0.0,0.0,0.0
2164,140,171,12,1,0,0,0,233.33333333333334,87.24489795918367,40.0,100.0,0.0,0.0,0.0
2170,117,99,7,2,0,0,0,195.0,50.51020408163265,23.333333333333332,200.0,0.0,0.0,0.0
2180,431,151,50,0,0,0,0,718.3333333333334,77.04081632653062,166.66666666666669,0.0,0.0,0.0,0.0
2185,583,135,27,0,0,0,0,971.6666666666666,68.87755102040816,90.0,0.0,0.0,0.0,0.0
2188,399,78,24,0,0,0,0,665.0,39.795918367346935,80.0,0.0,0.0,0.0,0.0
2201,0,0,1,0,0,0,0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0
2220,249,465,13,4,14,0,0,415.00000000000006,237.24489795918367,43.333333333333336,400.0,466.6666666666667,0.0,0.0
2232,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,86,120,17,3,0,0,0,143.33333333333334,61.224489795918366,56.666666666666664,300.0,0.0,0.0,0.0
2261,254,321,13,3,0,0,0,423.3333333333333,163.77551020408163,43.333333333333336,300.0,0.0,0.0,0.0
2270,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,101,131,4,0,0,0,0,168.33333333333334,66.83673469387756,13.333333333333334,0.0,0.0,0.0,0.0
2290,449,127,56,15,0,0,0,748.3333333333334,64.79591836734694,186.66666666666666,1500.0,0.0,0.0,0.0
4001,157,317,76,11,9,0,1,261.6666666666667,161.73469387755102,253.33333333333331,1100.0,300.0,0.0,100.0
4003,41,244,167,24,14,121,1,68.33333333333333,124.48979591836735,556.6666666666666,2400.0,466.6666666666667,1344.4444444444446,100.0
4005,403,557,196,68,16,7,1,671.6666666666666,284.18367346938777,653.3333333333334,6800.0,533.3333333333333,77.77777777777779,100.0
4007,46,213,113,21,1,0,1,76.66666666666667,108.6734693877551,376.6666666666667,2100.0,33.33333333333333,0.0,100.0
4009,43,81,40,18,12,120,1,71.66666666666667,41.3265306122449,133.33333333333331,1800.0,400.0,1333.3333333333335,100.0
4011,21,23,24,11,6,61,1,35.0,11.73469387755102,80.0,1100.0,200.0,677.7777777777777,100.0
4012,0,94,64,0,0,0,1,0.0,47.95918367346938,213.33333333333334,0.0,0.0,0.0,100.0
4013,0,1095,284,0,1,0,1,0.0,558.6734693877551,946.6666666666666,0.0,33.33333333333333,0.0,100.0
4015,48,367,424,4,8,0,1,80.0,187.24489795918367,1413.3333333333333,400.0,266.66666666666663,0.0,100.0
4017,233,435,100,35,8,0,1,388.3333333333333,221.93877551020407,333.33333333333337,3500.0,266.66666666666663,0.0,100.0
4019,43,689,408,23,46,130,1,71.66666666666667,351.53061224489795,1360.0,2300.0,1533.3333333333335,1444.4444444444446,100.0
4021,37,352,96,7,27,110,1,61.66666666666667,179.59183673469389,320.0,700.0,900.0,1222.2222222222222,100.0
4023,17,98,67,15,12,66,1,28.333333333333332,50.0,223.33333333333334,1500.0,400.0,733.3333333333333,100.0
4025,81,446,201,22,7,0,1,135.0,227.55102040816325,670.0,2200.0,233.33333333333334,0.0,100.0
4027,0,137,26,0,0,0,1,0.0,69.89795918367348,86.66666666666667,0.0,0.0,0.0,100.0
5001,45,217,46,0,10,18,1,75.0,110.71428571428572,153.33333333333334,0.0,333.33333333333337,200.0,100.0
5003,20,250,46,1,4,10,2,33.33333333333333,127.55102040816327,153.33333333333334,100.0,133.33333333333331,111.11111111111111,200.0
5005,79,370,36,5,7,15,1,131.66666666666666,188.77551020408163,120.0,500.0,233.33333333333334,166.66666666666669,100.0
5007,44,543,97,1,7,23,1,73.33333333333333,277.0408163265306,323.3333333333333,100.0,233.33333333333334,255.55555555555554,100.0
5009,94,274,36,1,8,17,1,156.66666666666666,139.79591836734696,120.0,100.0,266.66666666666663,188.88888888888889,100.0
5011,36,163,34,6,11,24,2,60.0,83.16326530612244,113.33333333333333,600.0,366.66666666666663,266.66666666666663,200.0
5013,37,136,46,3,10,26,2,61.66666666666667,69.38775510204081,153.33333333333334,300.0,333.33333333333337,288.88888888888886,200.0
5015,43,231,42,2,4,25,1,71.66666666666667,117.85714285714286,140.0,200.0,133.33333333333331,277.77777777777777,100.0
5017,19,226,71,0,4,9,2,31.666666666666664,115.3061224489796,236.66666666666666,0.0,133.33333333333331,100.0,200.0
5019,42,319,100,8,11,22,2,70.0,162.75510204081633,333.33333333333337,800.0,366.66666666666663,244.44444444444446,200.0
5021,52,149,31,0,32,20,1,86.66666666666667,76.0204081632653,103.33333333333334,0.0,1066.6666666666665,222.22222222222223,100.0
5023,62,219,34,0,8,15,1,103.33333333333334,111.73469387755102,113.33333333333333,0.0,266.66666666666663,166.66666666666669,100.0
5025,43,165,34,1,10,17,2,71.66666666666667,84.18367346938776,113.33333333333333,100.0,333.33333333333337,188.88888888888889,200.0
5027,30,183,35,3,22,24,1,50.0,93.36734693877551,116.66666666666667,300.0,733.3333333333333,266.66666666666663,100.0
5029,55,320,47,3,11,15,2,91.66666666666666,163.26530612244898,156.66666666666666,300.0,366.66666666666663,166.66666666666669,200.0
5031,54,267,72,0,39,18,1,90.0,136.22448979591837,240.0,0.0,1300.0,200.0,100.0
5033,25,417,107,2,26,32,1,41.66666666666667,212.75510204081633,356.6666666666667,200.0,866.6666666666666,355.55555555555554,100.0
5035,42,154,26,0,37,16,1,70.0,78.57142857142857,86.66666666666667,0.0,1233.3333333333335,177.77777777777777,100.0
5037,43,85,12,0,44,17,1,71.66666666666667,43.36734693877551,40.0,0.0,1466.6666666666665,188.88888888888889,100.0
5039,46,203,31,5,11,23,2,76.66666666666667,103.57142857142858,103.33333333333334,500.0,366.66666666666663,255.55555555555554,200.0
5041,37,124,33,0,10,22,1,61.66666666666667,63.26530612244898,110.00000000000001,0.0,333.33333333333337,244.44444444444446,100.0
5043,43,207,47,5,10,23,2,71.66666666666667,105.61224489795917,156.66666666666666,500.0,333.33333333333337,255.55555555555554,200.0
5045,57,431,71,4,9,15,1,95.0,219.89795918367346,236.66666666666666,400.0,300.0,166.66666666666669,100.0
5047,23,423,65,1,23,30,1,38.333333333333336,215.81632653061226,216.66666666666666,100.0,766.6666666666667,333.33333333333337,100.0
5049,72,197,31,2,7,10,1,120.0,100.51020408163265,103.33333333333334,200.0,233.33333333333334,111.11111111111111,100.0
5051,55,449,56,6,11,21,2,91.66666666666666,229.08163265306123,186.66666666666666,600.0,366.66666666666663,233.33333333333334,200.0
5053,52,200,36,2,10,17,2,86.66666666666667,102.04081632653062,120.0,200.0,333.33333333333337,188.88888888888889,200.0
5055,56,149,41,1,31,20,1,93.33333333333333,76.0204081632653,136.66666666666666,100.0,1033.3333333333335,222.22222222222223,100.0
5057,32,195,45,0,19,29,1,53.333333333333336,99.48979591836735,150.0,0.0,633.3333333333333,322.22222222222223,100.0
5059,52,355,57,5,10,21,2,86.66666666666667,181.12244897959184,190.0,500.0,333.33333333333337,233.33333333333334,200.0
5061,35,260,25,3,19,32,1,58.333333333333336,132.6530612244898,83.33333333333334,300.0,633.3333333333333,355.55555555555554,100.0
5063,67,301,76,3,9,13,1,111.66666666666667,153.57142857142858,253.33333333333331,300.0,300.0,144.44444444444443,100.0
5065,70,244,36,4,7,13,1,116.66666666666667,124.48979591836735,120.0,400.0,233.33333333333334,144.44444444444443,100.0
5067,61,243,68,1,8,12,1,101.66666666666666,123.9795918367347,226.66666666666666,100.0,266.66666666666663,133.33333333333331,100.0
5069,55,338,62,2,12,21,1,91.66666666666666,172.44897959183675,206.66666666666669,200.0,400.0,233.33333333333334,100.0
5071,59,317,43,4,10,13,1,98.33333333333333,161.73469387755102,143.33333333333334,400.0,333.33333333333337,144.44444444444443,100.0
5073,29,147,34,2,18,27,1,48.333333333333336,75.0,113.33333333333333,200.0,600.0,300.0,100.0
5075,54,157,41,1,34,20,1,90.0,80.10204081632652,136.66666666666666,100.0,1133.3333333333335,222.22222222222223,100.0
5077,35,40,9,0,38,20,1,58.333333333333336,20.408163265306122,30.0,0.0,1266.6666666666665,222.22222222222223,100.0
5079,40,118,28,0,11,16,2,66.66666666666666,60.204081632653065,93.33333333333333,0.0,366.66666666666663,177.77777777777777,200.0
5081,30,164,28,2,18,31,1,50.0,83.6734693877551,93.33333333333333,200.0,600.0,344.44444444444446,100.0
5083,61,216,25,1,10,16,1,101.66666666666666,110.20408163265304,83.33333333333334,100.0,333.33333333333337,177.77777777777777,100.0
5085,58,443,71,1,13,19,1,96.66666666666667,226.0204081632653,236.66666666666666,100.0,433.3333333333333,211.11111111111111,100.0
5087,43,288,54,0,4,29,1,71.66666666666667,146.9387755102041,180.0,0.0,133.33333333333331,322.22222222222223,100.0
5089,76,208,31,2,7,15,1,126.66666666666666,106.12244897959184,103.33333333333334,200.0,233.33333333333334,166.66666666666669,100.0
5091,34,226,39,4,17,31,1,56.666666666666664,115.3061224489796,130.0,400.0,566.6666666666667,344.44444444444446,100.0
5093,51,243,32,0,37,19,1,85.0,123.9795918367347,106.66666666666667,0.0,1233.3333333333335,211.11111111111111,100.0
5095,49,149,65,1,10,16,1,81.66666666666667,76.0204081632653,216.66666666666666,100.0,333.33333333333337,177.77777777777777,100.0
5097,58,243,46,8,9,20,2,96.66666666666667,123.9795918367347,153.33333333333334,800.0,300.0,222.22222222222223,200.0
5099,32,130,33,1,20,22,1,53.333333333333336,66.3265306122449,110.00000000000001,100.0,666.6666666666667,244.44444444444446,100.0
5101,81,206,31,2,9,17,1,135.0,105.10204081632652,103.33333333333334,200.0,300.0,188.88888888888889,100.0
5103,39,231,80,2,10,26,1,65.0,117.85714285714286,266.66666666666663,200.0,333.33333333333337,288.88888888888886,100.0
5105,57,191,73,4,11,16,2,95.0,97.44897959183673,243.33333333333331,400.0,366.66666666666663,177.77777777777777,200.0
5107,26,61,13,0,37,23,1,43.333333333333336,31.122448979591837,43.333333333333336,0.0,1233.3333333333335,255.55555555555554,100.0
5109,40,213,33,5,10,25,1,66.66666666666666,108.6734693877551,110.00000000000001,500.0,333.33333333333337,277.77777777777777,100.0
5111,45,180,36,0,43,18,1,75.0,91.83673469387756,120.0,0.0,1433.3333333333335,200.0,100.0
5113,62,315,51,8,9,23,1,103.33333333333334,160.71428571428572,170.0,800.0,300.0,255.55555555555554,100.0
5115,60,321,39,1,11,15,1,100.0,163.77551020408163,130.0,100.0,366.66666666666663,166.66666666666669,100.0
5117,50,179,59,0,10,15,2,83.33333333333334,91.3265306122449,196.66666666666666,0.0,333.33333333333337,166.66666666666669,200.0
5119,63,917,190,8,16,18,1,105.0,467.8571428571429,633.3333333333333,800.0,533.3333333333333,200.0,100.0
5121,54,160,42,0,32,21,1,90.0,81.63265306122449,140.0,0.0,1066.6666666666665,233.33333333333334,100.0
5123,38,108,17,0,42,17,1,63.33333333333333,55.10204081632652,56.666666666666664,0.0,1400.0,188.88888888888889,100.0
5125,58,428,90,5,9,18,2,96.66666666666667,218.3673469387755,300.0,500.0,300.0,200.0,200.0
5127,59,191,42,0,9,21,1,98.33333333333333,97.44897959183673,140.0,0.0,300.0,233.33333333333334,100.0
5129,77,189,34,13,8,16,1,128.33333333333334,96.42857142857143,113.33333333333333,1300.0,266.66666666666663,177.77777777777777,100.0
5131,26,528,105,3,39,32,1,43.333333333333336,269.3877551020408,350.0,300.0,1300.0,355.55555555555554,100.0
5133,31,189,28,1,19,33,1,51.66666666666667,96.42857142857143,93.33333333333333,100.0,633.3333333333333,366.66666666666663,100.0
5135,77,197,61,7,7,15,1,128.33333333333334,100.51020408163265,203.33333333333331,700.0,233.33333333333334,166.66666666666669,100.0
5137,67,147,38,2,8,17,1,111.66666666666667,75.0,126.66666666666666,200.0,266.66666666666663,188.88888888888889,100.0
5139,31,237,39,0,22,26,1,51.66666666666667,120.91836734693877,130.0,0.0,733.3333333333333,288.88888888888886,100.0
5141,67,252,31,4,8,15,2,111.66666666666667,128.57142857142858,103.33333333333334,400.0,266.66666666666663,166.66666666666669,200.0
5143,39,459,98,1,11,29,1,65.0,234.18367346938774,326.6666666666667,100.0,366.66666666666663,322.22222222222223,100.0
5145,59,432,145,2,11,16,1,98.33333333333333,220.4081632653061,483.3333333333333,200.0,366.66666666666663,177.77777777777777,100.0
5147,53,129,241,1,10,12,1,88.33333333333333,65.81632653061224,803.3333333333334,100.0,333.33333333333337,133.33333333333331,100.0
5149,56,300,81,1,11,19,1,93.33333333333333,153.0612244897959,270.0,100.0,366.66666666666663,211.11111111111111,100.0
6001,3,221,92,7,10,0,1,5.0,112.75510204081634,306.6666666666667,700.0,333.33333333333337,0.0,100.0
6003,826,119,9,18,0,10,1,1376.6666666666667,60.71428571428571,30.0,1800.0,0.0,111.11111111111111,100.0
6005,331,102,37,24,72,70,1,551.6666666666666,52.04081632653062,123.33333333333334,2400.0,2400.0,777.7777777777777,100.0
6007,181,69,40,21,14,12,1,301.6666666666667,35.204081632653065,133.33333333333331,2100.0,466.6666666666667,133.33333333333331,100.0
6009,310,58,22,24,39,52,1,516.6666666666667,29.591836734693878,73.33333333333333,2400.0,1300.0,577.7777777777777,100.0
6011,81,45,17,22,17,26,1,135.0,22.95918367346939,56.666666666666664,2200.0,566.6666666666667,288.88888888888886,100.0
6013,3,211,48,7,10,0,1,5.0,107.65306122448979,160.0,700.0,333.33333333333337,0.0,100.0
6015,6,22,8,2,0,0,1,10.0,11.224489795918368,26.666666666666668,200.0,0.0,0.0,100.0
6017,882,281,55,28,35,45,1,1470.0,143.3673469387755,183.33333333333331,2800.0,1166.6666666666665,500.0,100.0
6019,0,289,134,13,0,1,1,0.0,147.44897959183675,446.6666666666667,1300.0,0.0,11.11111111111111,100.0
6021,62,44,15,13,15,17,1,103.33333333333334,22.448979591836736,50.0,1300.0,500.0,188.88888888888889,100.0
6023,67,75,12,2,0,0,1,111.66666666666667,38.265306122448976,40.0,200.0,0.0,0.0,100.0
6025,0,66,26,0,0,0,1,0.0,33.6734693877551,86.66666666666667,0.0,0.0,0.0,100.0
6027,73,299,152,3,14,0,1,121.66666666666666,152.55102040816325,506.66666666666663,300.0,466.6666666666667,0.0,100.0
6029,0,241,226,27,0,0,1,0.0,122.95918367346938,753.3333333333334,2700.0,0.0,0.0,100.0
6031,0,94,22,0,0,0,1,0.0,47.95918367346938,73.33333333333333,0.0,0.0,0.0,100.0
6033,74,18,14,13,5,15,1,123.33333333333334,9.183673469387756,46.666666666666664,1300.0,166.66666666666669,166.66666666666669,100.0
6035,413,141,11,5,0,2,1,688.3333333333334,71.93877551020408,36.666666666666664,500.0,0.0,22.22222222222222,100.0
6037,109,472,160,53,20,0,1,181.66666666666666,240.81632653061226,533.3333333333333,5300.0,666.6666666666667,0.0,100.0
6039,0,84,41,7,0,0,1,0.0,42.857142857142854,136.66666666666666,700.0,0.0,0.0,100.0
6041,7,194,84,17,5,0,1,11.666666666666666,98.9795918367347,280.0,1700.0,166.66666666666669,0.0,100.0
6043,0,74,67,23,0,1,1,0.0,37.755102040816325,223.33333333333334,2300.0,0.0,11.11111111111111,100.0
6045,34,20,13,2,0,0,1,56.666666666666664,10.204081632653061,43.333333333333336,200.0,0.0,0.0,100.0
6047,0,75,46,4,0,0,1,0.0,38.265306122448976,153.33333333333334,400.0,0.0,0.0,100.0
6049,247,84,10,19,2,0,1,411.66666666666663,42.857142857142854,33.33333333333333,1900.0,66.66666666666666,0.0,100.0
6051,249,199,28,5,0,0,1,415.00000000000006,101.53061224489797,93.33333333333333,500.0,0.0,0.0,100.0
6053,8,94,78,10,3,0,1,13.333333333333334,47.95918367346938,260.0,1000.0,100.0,0.0,100.0
6055,6,148,47,15,4,0,1,10.0,75.51020408163265,156.66666666666666,1500.0,133.33333333333331,0.0,100.0
6057,868,199,40,33,14,38,1,1446.6666666666667,101.53061224489797,133.33333333333331,3300.0,466.6666666666667,422.22222222222223,100.0
6059,8,306,90,30,17,26,1,13.333333333333334,156.12244897959184,300.0,3000.0,566.6666666666667,288.88888888888886,100.0
6061,882,220,47,27,35,45,1,1470.0,112.24489795918366,156.66666666666666,2700.0,1166.6666666666665,500.0,100.0
6063,413,150,18,8,0,2,1,688.3333333333334,76.53061224489795,60.0,800.0,0.0,22.22222222222222,100.0
6065,88,671,282,175,60,104,1,146.66666666666666,342.34693877551024,940.0,17500.0,2000.0,1155.5555555555554,100.0
6067,26,109,61,8,38,32,1,43.333333333333336,55.61224489795919,203.33333333333331,800.0,1266.6666666666665,355.55555555555554,100.0
6069,3,24,15,0,2,0,1,5.0,12.244897959183673,50.0,0.0,66.66666666666666,0.0,100.0
6071,132,783,691,182,34,78,1,220.00000000000003,399.48979591836735,2303.3333333333335,18200.0,1133.3333333333335,866.6666666666666,100.0
6073,77,756,350,168,79,131,1,128.33333333333334,385.7142857142857,1166.6666666666665,16800.0,2633.333333333333,1455.5555555555554,100.0
6075,9,84,58,2,3,0,1,15.0,42.857142857142854,193.33333333333334,200.0,100.0,0.0,100.0
6077,26,75,19,7,42,39,1,43.333333333333336,38.265306122448976,63.33333333333333,700.0,1400.0,433.3333333333333,100.0
6079,17,105,20,5,7,0,1,28.333333333333332,53.57142857142857,66.66666666666666,500.0,233.33333333333334,0.0,100.0
6081,4,232,76,6,6,0,1,6.666666666666667,118.36734693877551,253.33333333333331,600.0,200.0,0.0,100.0
6083,64,227,54,30,8,0,1,106.66666666666667,115.81632653061224,180.0,3000.0,266.66666666666663,0.0,100.0
6085,7,280,122,10,9,0,1,11.666666666666666,142.85714285714286,406.66666666666663,1000.0,300.0,0.0,100.0
6087,3,213,92,4,4,0,1,5.0,108.6734693877551,306.6666666666667,400.0,133.33333333333331,0.0,100.0
