YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201806,127320,763802,1,10.38,"N","ROSSTON",36.96,-99.94,3657600,9956400
201806,127320,763803,1,6.22,"N","ROSSTON",36.9,-99.93,3654000,9955800
201806,127320,763804,1,3.63,"NNW","ROSSTON",36.86,-99.95,3651600,9957000
201806,127320,763805,1,2.16,"NW","ROSSTON",36.83,-99.96,3649800,9957600
201806,127320,763806,1,2.16,"NW","ROSSTON",36.83,-99.96,3649800,9957600
201806,127320,763807,1,.89,"SE","HUCMAC",36.05,-98.78,363000,9846800
201806,127320,763808,1,4.36,"NW","FOSS RES DAM",35.58,-99.25,3534800,9915000
201806,127321,766321,1,2.76,"S","ALTUS",34.6,-99.33,3436000,9919800
201806,127321,766322,1,.56,"W","WATONGA",35.85,-98.42,3551000,9825200
201806,127321,766323,1,2.76,"S","ALTUS",34.6,-99.33,3436000,9919800
201806,127321,766324,1,2.07,"N","MARTHA",34.76,-99.39,3445600,9923400
201806,127321,766325,1,2.46,"N","MARTHA",34.7656,-99.3898,3445936,9923388
201806,127321,766325,2,2.5,"N","MARTHA",34.7661,-99.3866,3445966,9923196
201806,127321,766325,3,1.58,"N","MARTHA",34.7526,-99.3857,3445156,9923142
201806,127321,766325,4,1.52,"N","MARTHA",34.752,-99.3895,3445120,9923370
201806,127322,766772,1,.9,"SW","COLBERT",33.85,-96.51,3351000,9630600
201806,127323,766327,1,0,"N","MEDICINE PARK",34.73,-98.5,3443800,9830000
201806,127323,766328,1,1.69,"W","MOORE",35.34,-97.52,3520400,9731200
201806,127323,766329,1,.69,"S","(CSM)CLINTON SHERMAN AIRPORT",35.33,-99.2,3519800,9912000
201806,127323,766330,1,3.58,"NW","WALTERS",34.39,-98.35,3423400,9821000
201806,127324,766361,1,14.71,"NNE","CAMP HOUSTON",37,-99,3700,9900
201806,127324,766362,1,0,"N","WOODWARD ARPT",36.44,-99.52,3626400,9931200
201806,127324,766363,1,.56,"W","WOODWARD",36.43,-99.4,3625800,9924000
201806,127324,766364,1,.89,"NW","WOODWARD",36.44,-99.4,3626400,9924000
201806,127324,766365,1,.56,"E","MOORELAND",36.44,-99.2,3626400,9912000
201806,127324,766367,1,0,"N","AVARD",36.7,-98.79,3642000,9847400
201806,127324,766368,1,0,"N","CHESTER",36.22,-98.92,3613200,9855200
201806,127324,766369,1,.56,"W","SEILING",36.15,-98.93,369000,9855800
201806,127324,766371,1,0,"N","CHEROKEE",36.75,-98.35,3645000,9821000
201806,127324,766372,1,8.81,"ESE","MUTUAL",36.19,-99.02,3611400,991200
201806,127324,766373,1,2.76,"N","PUTNAM",35.9,-98.97,3554000,9858200
201806,127324,766374,1,2.17,"SW","DANE",36.2,-98.66,3612000,9839600
201806,127324,766375,1,3.65,"WSW","WEATHERFORD",35.51,-98.76,3530600,9845600
201806,127324,766376,1,0,"N","BRAMAN",36.92,-97.33,3655200,9719800
201806,127324,766377,1,.89,"NE","(END)VANCE AFB ENID",36.35,-97.91,3621000,9754600
201806,127324,766378,1,.89,"NE","OKARCHE",35.74,-97.97,3544400,9758200
201806,127324,766379,1,3.93,"NE","LOVELL",36.1,-97.59,366000,9735400
201806,127324,766380,1,4.12,"SSW","EL RENO",35.48,-98,3528800,9800
201806,127324,766382,1,2.15,"NNW","(PWA)WILEY POST APT",35.56,-97.66,3533600,9739600
201806,127324,766384,1,3.49,"SE","RICHLAND",35.55,-97.75,3533000,9745000
201806,127324,766386,1,.69,"N","EDMOND",35.66,-97.48,3539600,9728800
201806,127324,766388,1,.89,"NW","MINCO",35.32,-97.95,3519200,9757000
201806,127324,766389,1,0,"N","(PWA)WILEY POST APT",35.53,-97.65,3531800,9739000
201806,127324,766390,1,2.82,"W","NEWCASTLE",35.25,-97.65,3515000,9739000
201806,127324,766391,1,1.49,"SSW","MINCO",35.29,-97.95,3517400,9757000
201806,127324,766392,1,0,"N","(PWA)WILEY POST APT",35.53,-97.65,3531800,9739000
201806,127324,766394,1,4.5,"W","EL RENO",35.53,-98.04,3531800,982400
201806,127324,766395,1,0,"N","(OKC)WILL ROGERS APT",35.39,-97.6,3523400,9736000
201806,127324,766396,1,.89,"SW","CHICKASHA ARPT",35.07,-97.98,354200,9758800
201806,127324,766397,1,.69,"N","(TIK)TINKER AFB",35.42,-97.39,3525200,9723400
201806,127324,766398,1,.89,"SE","(OUN)NORMAN WESTHEIMER ARPT",35.24,-97.46,3514400,9727600
201806,127324,766399,1,.69,"S","(OUN)NORMAN WESTHEIMER ARPT",35.24,-97.47,3514400,9728200
201806,127324,766400,1,3.16,"ESE","LAWTON",34.59,-98.34,3435400,9820400
201806,127324,766401,1,3.99,"WSW","LAWTON",34.58,-98.45,3434800,9827000
201806,127324,766402,1,0,"N","WILLOW",35.05,-99.51,353000,9930600
201806,127324,766403,1,1.78,"SW","LAKE THUNDERBIRD DAM",35.2,-97.24,3512000,9714400
201806,127324,766404,1,0,"N","ADA",34.77,-96.68,3446200,9640800
201806,127324,766405,1,0,"N","ALLEN",34.88,-96.41,3452800,9624600
201806,127324,768648,1,0,"N","PAULS VALLEY",34.74,-97.22,3444400,9713200
201806,127324,768649,1,.5,"N","PAOLI",34.8372,-97.26,3450232,9715600
201806,127324,768650,1,0,"N","STRATFORD",34.8,-96.96,3448000,9657600
201806,127324,768651,1,0,"N","NOBLE",35.14,-97.39,358400,9723400
201806,127325,766416,1,1.49,"NNE","TIPTON",34.52,-99.13,3431200,997800
201806,127325,766417,1,3.49,"ENE","TIPTON",34.51,-99.08,3430600,994800
201806,127325,766418,1,6.26,"E","MANITOU",34.51,-98.87,3430600,9852200
201806,127325,766419,1,6.32,"N","HOLLISTER",34.43,-98.85,3425800,9851000
201806,127325,766420,1,6.32,"N","LOVELAND",34.39,-98.75,3423400,9845000
201806,127326,766842,1,.69,"S","LAKE KICKAPOO DAM",33.65,-98.78,3339000,9846800
201806,127326,766843,1,.69,"N","LAKE KICKAPOO DAM",33.67,-98.78,3340200,9846800
201806,127326,766844,1,2.7,"NE","LAKE KICKAPOO DAM",33.69,-98.75,3341400,9845000
201806,127327,763273,1,.69,"S","ALVA",36.79,-98.67,3647400,9840200
201806,127327,763274,1,2.33,"ESE","ENID",36.39,-97.84,3623400,9750400
201806,127327,763275,1,1.11,"E","(END)VANCE AFB ENID",36.34,-97.9,3620400,9754000
201806,127327,763276,1,1.67,"E","WAUKOMIS",36.28,-97.87,3616800,9752200
201806,127327,763277,1,3.5,"S","(WDG) WOODRING ARPT",36.33,-97.78,3619800,9746800
201806,127327,763278,1,2.33,"ESE","BRECKINRIDGE",36.43,-97.69,3625800,9741400
201806,127327,763279,1,0,"N","CANTON",36.06,-98.59,363600,9835400
201806,127327,763280,1,.53,"N","FAIRVIEW",36.2776,-98.4785,3616656,9828710
201806,127327,763280,2,.56,"NNE","FAIRVIEW",36.2777,-98.4772,3616662,9828632
201806,127327,763280,3,.4,"NNE","FAIRVIEW",36.2754,-98.4772,3616524,9828632
201806,127327,763280,4,.39,"NNE","FAIRVIEW",36.2755,-98.4785,3616530,9828710
201806,127327,763281,1,.54,"NW","FAIRVIEW",36.2754,-98.4872,3616524,9829232
201806,127327,763281,2,.69,"NE","FAIRVIEW",36.2761,-98.4701,3616566,9828206
201806,127327,763281,3,.78,"ESE","FAIRVIEW",36.2638,-98.4683,3615828,9828098
201806,127560,764815,1,3.37,"SSE","WADEVILLE",35.2367,-79.9525,3514202,7957150
201806,127562,764697,1,1.47,"NNW","AURORA CENTER",43.54,-98.59,4332400,9835400
201806,127562,764698,1,2.81,"S","(9V9)CHAMBERLAIN ARP",43.73,-99.31,4343800,9918600
201806,127562,764699,1,6.06,"SSW","PUKWANA",43.7,-99.23,4342000,9913800
201806,127562,764700,1,2.81,"N","JOUBERT",43.46,-98.68,4327600,9840800
201806,127562,764701,1,2.44,"SE","NEW HOLLAND",43.4,-98.58,4324000,9834800
201806,127562,764702,1,.5,"E","ARMOUR",43.32,-98.34,4319200,9820400
201806,127562,764703,1,7.67,"N","LAKE ANDES",43.26,-98.53,4315600,9831800
201806,127562,764704,1,0,"N","(9V9)CHAMBERLAIN ARP",43.77,-99.32,4346200,9919200
201808,130472,782253,2,1.01,"SW","NEW ALBANY",41.5915,-76.4459,4135490,7626754
201808,130472,782253,3,1.71,"W","LADDSBURG",41.5786,-76.4531,4134716,7627186
201808,130472,782253,4,.71,"W","LADDSBURG",41.5789,-76.4336,4134734,7626016
201808,130472,782255,1,1.87,"N","WINTERDALE",41.9769,-75.3546,4158614,7521276
201808,130472,782255,2,2.86,"W","SHERMAN",41.9793,-75.4856,4158758,7529136
201808,130472,782255,3,4.73,"WSW","SCOTT CENTER",41.8967,-75.4804,4153802,7528824
201808,130472,782255,4,1.19,"E","STARLIGHT",41.8985,-75.307,4153910,7518420
201808,130472,782258,1,4.37,"E","LITTLE MEADOWS",41.985,-76.0452,4159100,762712
201808,130472,782258,2,.63,"NW","FRIENDSVILLE",41.9268,-76.0582,4155608,763492
201808,130472,782258,3,2.31,"S","LAUREL LAKE",41.9169,-75.9142,4155014,7554852
201808,130472,782258,4,.77,"N","BRACKNEY",41.991,-75.9171,4159460,7555026
201808,130473,780957,1,2.12,"ESE","DIMOCK",43.46,-97.94,4327600,9756400
201808,130473,780958,1,2.51,"E","NEW ELMS SPGS COLONY",43.48,-97.78,4328800,9746800
201808,130473,780959,1,6.61,"WSW","ELLIS",43.53,-96.95,4331800,9657000
201808,130473,780960,1,3.99,"SSW","ELLIS",43.52,-96.87,4331200,9652200
201808,130473,780961,1,2.81,"S","ELLIS",43.53,-96.82,4331800,9649200
201808,130473,780962,1,2.76,"S","ELLIS",43.53,-96.83,4331800,9649800
201808,130473,780963,1,2.13,"SSE","ELLIS",43.54,-96.82,4332400,9649200
201808,130473,780964,1,1.38,"S","WEST SIOUX FALLS",43.55,-96.75,4333000,9645000
201808,130473,780965,1,1.65,"ENE","SIOUX FALLS",43.54,-96.7,4332400,9642000
201808,130473,780966,1,1.71,"NE","SIOUX FALLS",43.55,-96.71,4333000,9642600
201806,127566,764735,1,2.97,"WSW","FROGNER",46.5186,-92.3903,4631116,9223418
201806,127566,764735,2,2.83,"WSW","FROGNER",46.5186,-92.3872,4631116,9223232
201806,127566,764735,3,2.87,"WSW","FROGNER",46.5167,-92.3872,4631002,9223232
201806,127566,764735,4,3.04,"WSW","FROGNER",46.5168,-92.391,4631008,9223460
201806,127566,764738,1,2.82,"E","MALMO",46.335,-93.4612,4620100,9327672
201806,127566,764738,2,2.8,"E","MALMO",46.3312,-93.4613,4619872,9327678
201806,127566,764738,3,2.49,"E","MALMO",46.3317,-93.468,4619902,9328080
201806,127566,764738,4,2.48,"E","MALMO",46.3353,-93.4686,4620118,9328116
201806,127566,764740,1,3,"S","GLEN",46.3768,-93.5143,4622608,9330858
201806,127566,764740,2,2.92,"N","MALMO",46.3719,-93.5126,4622314,9330756
201806,127566,764740,3,2.9,"N","MALMO",46.372,-93.5179,4622320,9331074
201806,127566,764740,4,3.02,"S","GLEN",46.3763,-93.5188,4622578,9331128
201806,127566,764766,1,4.87,"NE","COOK",47.891,-92.6145,4753460,9236870
201806,127566,764766,2,5.04,"ENE","COOK",47.8899,-92.6091,4753394,9236546
201806,127566,764766,3,4.78,"ENE","COOK",47.8859,-92.6118,4753154,9236708
201806,127566,764766,4,4.62,"NE","COOK",47.888,-92.6179,4753280,9237074
201806,127566,764767,1,.4,"N","COOK",47.8558,-92.7003,4751348,9242018
201806,127566,764767,2,.53,"NE","COOK",47.8555,-92.6921,4751330,9241526
201806,127566,764767,3,.15,"NE","COOK",47.8515,-92.6976,4751090,9241856
201806,127566,764767,4,.32,"NNW","COOK",47.8541,-92.703,4751246,9242180
201806,127566,769159,1,1.46,"WSW","HOLYOKE",46.4611,-92.4079,4627666,9224474
201806,127566,769159,2,1.44,"WSW","HOLYOKE",46.4603,-92.4069,4627618,9224414
201806,127566,769159,3,1.53,"WSW","HOLYOKE",46.4597,-92.4083,4627582,9224498
201806,127566,769159,4,1.56,"WSW","HOLYOKE",46.4606,-92.4097,4627636,9224582
201808,130473,780967,1,2.43,"NE","SIOUX FALLS",43.55,-96.69,4333000,9641400
201808,130473,780968,1,2.12,"ENE","SIOUX FALLS",43.54,-96.69,4332400,9641400
201806,128048,767988,2,1.09,"NW","ROWAN CO ARPT",35.663,-80.541,3539780,8032460
201806,128048,767989,1,1.49,"NNW","ROWAN CO ARPT",35.67,-80.54,3540200,8032400
201806,128053,767992,1,2.66,"N","FAIRVIEW",34.568,-83.177,3434080,8310620
201806,128054,767993,1,.89,"SE","MILLS RIVER",35.39,-82.57,3523400,8234200
201806,128054,767994,1,2.82,"W","SANTEETLAH",35.35,-83.9,3521000,8354000
201806,128054,767995,1,1.49,"NNW","BARKER HGTS",35.32,-82.44,3519200,8226400
201806,128054,767995,2,1.78,"E","DANA",35.325,-82.349,3519500,8220940
201806,128054,767996,1,.62,"SW","RUTH",35.373,-81.957,3522380,8157420
201806,128054,767996,2,1.65,"NNE","ELLENBORO",35.353,-81.772,3521180,8146320
201806,128054,767997,1,4.16,"W","ENOLA",35.672,-81.724,3540320,8143440
201806,128054,767999,1,1.32,"ENE","LINCOLNTON",35.48,-81.25,3528800,8115000
201806,128054,768001,1,.99,"ENE","DELLVIEW",35.386,-81.404,3523160,8124240
201806,128054,768001,2,1.72,"ESE","CHERRYVILLE",35.372,-81.351,3522320,8121060
201806,128054,768002,1,1.12,"W","ROCKWELL",35.55,-80.44,3533000,8026400
201806,128054,768004,1,1.31,"SW","NORTH CHARLOTTE",35.257,-80.797,3515420,8047820
201806,128054,768014,1,.37,"ESE","RUGBY",35.368,-82.524,3522080,8231440
201806,128054,768015,1,2.83,"NE","BRINDLETOWN",35.661,-81.787,3539660,8147220
201806,128054,768015,2,4.95,"W","ENOLA",35.658,-81.737,3539480,8144220
201806,128054,768016,1,3.94,"SW","BURKE CHAPEL",35.63,-81.52,3537800,8131200
201806,128054,768017,1,.89,"SE","IRON STATION",35.44,-81.16,3526400,819600
201806,128054,768018,1,2.81,"W","PUMPKIN CENTER",35.52,-81.2,3531200,8112000
201808,130281,780003,1,0,"N","ST CHARLES",43.3,-84.15,4318000,849000
201808,130281,780004,1,0,"N","VASSAR",43.37,-83.58,4322200,8334800
201808,130281,780005,1,.85,"SW","KINGSTON",43.41,-83.19,4324600,8311400
201808,130284,780007,1,0,"N","SAGINAW BAY LIGHT",43.81,-83.72,4348600,8343200
201808,130286,780008,1,1.47,"SSW","BOMBAY",43.71,-84.28,4342600,8416800
201808,130286,780009,1,2.81,"N","PINCONNING",43.89,-83.96,4353400,8357600
201808,130286,780010,1,.5,"W","DICE",43.47,-84.13,4328200,847800
201808,130286,780011,1,.85,"NE","CASEVILLE",43.94,-83.26,4356400,8315600
201808,130286,780012,1,.69,"N","POPPLE",43.78,-83.1,4346800,836000
201808,130286,780014,1,6.07,"SSE","KINGSTON",43.34,-83.13,4320400,837800
201806,128062,768035,1,1.1,"E","FORD",37.15,-77.73,379000,7743800
201806,128062,768036,1,1.38,"S","STAGE JCT",37.76,-78.17,3745600,7810200
201806,128062,768037,1,0,"N","INEZ",37.8,-77.82,3748000,7749200
201806,128062,768038,1,1.1,"E","FLAT ROCK",37.52,-77.81,3731200,7748600
201806,128062,768039,1,0,"N","CHASE CITY",36.8,-78.45,3648000,7827000
201806,128063,768040,1,.89,"SW","MAUMELLE",34.86,-92.41,3451600,9224600
201806,128063,768041,1,1.49,"NNW","MAUMELLE",34.89,-92.41,3453400,9224600
201806,128063,768042,1,1.33,"WSW","HAWES",34.54,-93.17,3432400,9310200
201806,128063,768043,1,2.2,"NW","MOUNTAIN PINE",34.59,-93.2,3435400,9312000
201806,128063,768046,1,0,"N","CADDO GAP",34.4,-93.62,3424000,9337200
201806,128063,768047,1,2.2,"SE","SWEETHOME",34.56,-93.55,3433600,9333000
201806,128063,768048,1,1.49,"NNE","RUBIE",34.62,-93.51,3437200,9330600
201806,128063,768049,1,.43,"N","FLIPPIN",36.2761,-92.5988,3616566,9235928
201806,128063,768050,1,2.17,"SW","FLIPPIN",36.25,-92.63,3615000,9237800
201806,128063,768051,1,0,"N","TULIP",34.08,-92.65,344800,9239000
201806,128063,768052,1,2.33,"ESE","YELLVILLE",36.22,-92.64,3613200,9238400
201806,128063,768053,1,.56,"W","FLIPPIN APRT",36.28,-92.59,3616800,9235400
201806,128063,768054,1,.89,"NE","PARIS",35.29,-93.72,3517400,9343200
201806,128063,768056,1,1.14,"E","DIAMONDHEAD",34.43,-92.91,3425800,9254600
201806,128063,768057,1,.69,"S","ENGLAND",34.54,-91.97,3432400,9158200
201806,128063,768058,1,0,"N","YORKTOWN",34.02,-91.82,341200,9149200
201806,128064,768044,1,0,"N","ONANCOCK",37.65,-75.9,3739000,7554000
201806,128065,768045,1,2.31,"ESE","DOMINION TERMINAL ASSOCIATES WLON (DOMV2)",36.95,-76.39,3657000,7623400
201806,128066,768055,1,0,"N","CAPE HENRY",36.92,-76,3655200,7600
201806,128068,768061,1,1.14,"E","DOUGLASVILLE",34.72,-92.35,3443200,9221000
201806,128068,768062,1,.69,"N","TATUMVILLE",34.71,-92.58,3442600,9234800
201806,128068,768063,1,.9,"NE","HASKELL",34.51,-92.62,3430600,9237200
201806,128068,768064,1,0,"N","GLEN ROSE",34.46,-92.73,3427600,9243800
201806,128068,768065,1,.57,"W","SWEETHOME",34.58,-93.59,3434800,9335400
201806,128068,768068,1,1.79,"SW","BELFAST",34.4,-92.49,3424000,9229400
201806,128068,768296,1,1.49,"SSW","DOVER",35.38,-93.13,3522800,937800
201806,128068,768297,1,.89,"NW","SADDLE",36.36,-91.64,3621600,9138400
201806,128068,768298,1,.56,"W","HORSESHOE BEND",36.22,-91.74,3613200,9144400
201806,128068,768300,1,.9,"NW","SHERIDAN",34.31,-92.41,3418600,9224600
201806,128068,768301,1,0,"N","BRUSH CREEK",34.22,-92.65,3413200,9239000
201806,128068,768302,1,4.06,"E","WILLOW",34.14,-92.68,348400,9240800
201806,128068,768303,1,.9,"SW","JOAN",34.11,-92.94,346600,9256400
201806,128068,768304,1,.56,"E","OAKLAND HGTS",35.27,-93.14,3516200,938400
201806,128068,768305,1,.9,"SE","STAR CITY",33.94,-91.84,3356400,9150400
201806,128068,768306,1,.86,"WSW","CORNERVILLE",33.8435,-91.9427,3350610,9156562
201806,128068,768307,1,2.4,"NNE","PLANTERSVILLE",33.7799,-91.8585,3346794,9151510
201806,128068,768308,1,1.77,"ENE","ROSE HILL",33.6767,-91.7904,3340602,9147424
201806,128068,768309,1,1.13,"W","LITTLE DIXIE",35,-91.39,3500,9123400
201806,128068,768309,2,1.46,"ESE","SAND HILL",34.9928,-91.4057,3459568,9124342
201806,128068,768314,1,1.88,"SSE","MT IDA",34.5266,-93.6131,3431596,9336786
201806,128068,768314,2,1.25,"SSE","SWEETHOME",34.5624,-93.5754,3433744,9334524
201806,128068,768314,3,2.4,"NW","SWEETHOME",34.601,-93.6135,3436060,9336810
201806,128068,768314,4,.94,"WSW","MAULDIN",34.5752,-93.6854,3434512,9341124
201806,128068,768314,5,2.13,"SW","MT IDA",34.5328,-93.661,3431968,9339660
201806,128068,768318,1,1.07,"NE","ELLISVILLE",33.711,-92.3369,3342660,9220214
201806,128068,768318,2,1.44,"W","GREEN HALL",33.7212,-92.525,3343272,9231500
201806,128068,768318,3,4.17,"WSW","WOODBERRY",33.5479,-92.5813,3332874,9234878
201806,128068,768318,4,.47,"SE","MORO FARM",33.5649,-92.3747,3333894,9222482
201806,128068,768372,1,.57,"W","CURTIS",34,-93.11,3400,936600
201806,128068,768373,1,1.79,"SW","GUM SPGS",34.06,-93.1,343600,936000
201806,128069,768066,1,0,"N","DELTAVILLE",37.56,-76.29,3733600,7617400
201806,128069,768069,1,0,"N","STINGRAY POINT CBIBS (44058)",37.57,-76.27,3734200,7616200
201806,128069,768070,1,0,"N","RAPPAHANNOCK LIGHT STATION (RPLV2)",37.54,-76.02,3732400,761200
201806,128069,768071,1,0,"N","SILVER BEACH",37.49,-75.98,3729400,7558800
201806,128069,768077,1,0,"N","PLANTATION FLATS",37.26,-76.02,3715600,761200
201806,128069,768080,1,0,"N","THIMBLE SHOALS",37.05,-76.26,373000,7615600
201806,128069,768086,1,0,"N","CHESAPEAKE BAY BRIDGE TUNNEL 3RD ISLAND",37.04,-76.08,372400,764800
201806,128069,768105,1,2.15,"NNE","CHESAPEAKE BAY BRIDGE TUNNEL STATION (CBBV2)",37,-76.1,3700,766000
201806,128069,768107,1,3.83,"SSE","YORK RIVER EAST REAR RANGE LIGHT WLON (YKRV2)",37.2,-76.3,3712000,7618000
201806,128070,768109,1,0,"N","CAPE HENRY",36.92,-76,3655200,7600
201806,128070,768111,1,0,"N","RUDEE INLET",36.83,-75.97,3649800,7558200
201806,128070,768113,1,0,"N","CHESAPEAKE LIGHT C-MAN STATION (CHLV2)",36.9,-75.71,3654000,7542600
201806,128070,768120,1,0,"N","SANDBRIDGE",36.7,-75.92,3642000,7555200
201806,128071,768108,1,2.31,"ESE","DOMINION TERMINAL ASSOCIATES WLON (DOMV2)",36.95,-76.39,3657000,7623400
201806,128074,768079,1,.87,"NE","BOWMAN",40.26,-80.62,4015600,8037200
201806,128074,768079,2,.74,"SW","WELLSBURG",40.2637,-80.6114,4015822,8036684
201806,128074,768079,3,.75,"NW","MC KINLEYVILLE",40.2583,-80.6091,4015498,8036546
201806,128458,770963,5,1.36,"SW","CASTLE SHANNON",40.3376,-80.0701,4020256,804206
201806,128458,770963,6,1.23,"ENE","CLIFTON",40.3342,-80.0773,4020052,804638
201806,128458,771010,1,1.58,"W","INGRAM",40.43,-80.11,4025800,806600
201806,128458,771010,2,1.58,"W","CARNEGIE",40.4244,-80.1094,4025464,806564
201806,128458,771010,3,1.68,"S","GAYLY",40.426,-80.1247,4025560,807482
201806,128458,771010,4,1.57,"SSE","GAYLY",40.4285,-80.1202,4025710,807212
201806,128458,771021,1,.9,"SSW","SUMMIT",39.8374,-79.674,3950244,7940440
201806,128458,771021,2,1.98,"ENE","SUMMIT",39.863,-79.6367,3951780,7938202
201806,128458,771021,3,.48,"NNE","LEITH",39.9061,-79.7157,3954366,7942942
201806,128458,771021,4,1.57,"NE","HADDENVILLE",39.9476,-79.7811,3956856,7946866
201806,128458,771021,5,.56,"NW","HADDENVILLE",39.9347,-79.8085,3956082,7948510
201806,128458,771021,6,1.05,"NE","WALNUT HILL",39.8923,-79.7583,3953538,7945498
201806,128458,771041,1,.87,"SW","LIGONIER",40.24,-79.24,4014400,7914400
201806,128458,771041,2,.67,"W","LIGONIER",40.2502,-79.2427,4015012,7914562
201806,128458,771041,3,.17,"NW","LIGONIER",40.2518,-79.232,4015108,7913920
201806,128458,771041,4,.56,"SSE","LIGONIER",40.2421,-79.2278,4014526,7913668
201806,128458,771042,1,1.26,"ESE","KEFFER",40.17,-79.31,4010200,7918600
201806,128458,771042,2,1.31,"ENE","STAHLSTOWN",40.16,-79.309,409600,7918540
201806,128458,771042,3,.48,"NNW","STAHLSTOWN",40.1561,-79.3342,409366,7920052
201806,128458,771042,4,.57,"SW","KEFFER",40.1743,-79.3378,4010458,7920268
201806,128458,771042,5,.62,"ENE","KEFFER",40.1824,-79.3187,4010944,7919122
201806,128458,771045,1,1.05,"E","CRAFTON",40.43,-80.01,4025800,80600
201806,128458,771046,1,.87,"SW","RANKIN",40.41,-79.89,4024600,7953400
201806,128458,771046,2,.45,"NW","WHITAKER",40.4037,-79.8871,4024222,7953226
201806,128458,771046,3,.78,"WNW","WHITAKER",40.4024,-79.8944,4024144,7953664
201806,128458,771046,4,1.19,"WNW","WHITAKER",40.4093,-79.899,4024558,7953940
201806,128458,771047,1,.46,"ESE","WHITEHALL",40.3466,-79.9626,4020796,7957756
201806,128458,771047,2,.17,"WSW","WILLOCK",40.3492,-79.9531,4020952,7957186
201806,128458,771047,3,.64,"SSW","WILLOCK",40.342,-79.9559,4020520,7957354
201806,128458,771047,4,.64,"SE","WHITEHALL",40.3426,-79.9629,4020556,7957774
201806,128458,771048,1,.53,"W","DORMONT",40.4,-80.04,4024000,802400
201806,128458,771048,2,.92,"WNW","MT LEBANON",40.3858,-80.0458,4023148,802748
201806,128458,771048,3,.42,"NNW","MT LEBANON",40.3859,-80.0322,4023154,801932
201806,128458,771048,4,.25,"SW","DORMONT",40.3974,-80.0334,4023844,802004
201806,128458,771049,1,1.05,"E","MT LEBANON",40.38,-80.01,4022800,80600
201806,128458,771049,2,1.56,"WNW","BRENTWOOD",40.3755,-79.9988,4022530,7959928
201806,128458,771049,3,.04,"ENE","LONGVIEW",40.3501,-80.0192,4021006,801152
201806,128458,771049,4,.86,"NW","LONGVIEW",40.3586,-80.0319,4021516,801914
201806,128458,771050,1,.53,"W","ROOK",40.4,-80.08,4024000,804800
201806,128458,771050,2,.77,"E","GLENDALE",40.401,-80.0854,4024060,805124
201806,128458,771050,3,.8,"SSE","GLENDALE",40.3901,-80.0919,4023406,805514
201806,128458,771050,4,1.03,"NE","WOODVILLE",40.389,-80.0845,4023340,805070
201808,130309,780732,4,.35,"N","MONTAGUE",36.9251,-93.3292,3655506,9319752
201809,128824,772591,5,12.83,"SE","DUNLAP",33.9765,-104.3439,3358590,10420634
201809,128835,772632,1,4,"S","CEDAR GROVE",36.7221,-118.67,3643326,11840200
201809,128835,772635,1,0,"N","LAKE ISABELLA",35.6,-118.45,3536000,11827000
201809,128870,772814,1,1.05,"S","TRIMBLE",37.3848,-107.8505,3723088,10751030
201809,128870,772814,2,1.03,"S","TRIMBLE",37.3851,-107.8517,3723106,10751102
201809,128870,772814,3,.67,"S","TRIMBLE",37.3903,-107.8499,3723418,10750994
201809,128870,772814,4,.69,"S","TRIMBLE",37.3901,-107.8481,3723406,10750886
201809,128873,772818,1,.46,"NW","WEST MANCHESTER",39.905,-84.6258,3954300,8437548
201809,128873,772818,2,.52,"NW","WEST MANCHESTER",39.9052,-84.627,3954312,8437620
201809,128873,772818,3,.4,"W","WEST MANCHESTER",39.9008,-84.6274,3954048,8437644
201809,128873,772818,4,.33,"WNW","WEST MANCHESTER",39.901,-84.6261,3954060,8437566
201809,128873,772820,1,.39,"WNW","EL DORADO",39.903,-84.6762,3954180,8440572
201809,128873,772820,2,.38,"W","EL DORADO",39.9001,-84.6771,3954006,8440626
201809,128873,772820,3,.27,"W","EL DORADO",39.9004,-84.675,3954024,8440500
201809,128873,772820,4,.34,"NW","EL DORADO",39.9029,-84.6751,3954174,8440506
201809,128873,772821,1,2.65,"W","CASTINE",39.93,-84.67,3955800,8440200
201809,128873,772821,2,2.76,"W","CASTINE",39.9304,-84.672,3955824,8440320
201809,128873,772821,3,2.75,"W","CASTINE",39.9317,-84.6718,3955902,8440308
201809,128873,772821,4,2.68,"W","CASTINE",39.932,-84.6706,3955920,8440236
201809,128873,772822,1,1.6,"S","GLEN KARN",39.9769,-84.7987,3958614,8447922
201809,128873,772822,2,1.78,"S","GLEN KARN",39.9743,-84.7995,3958458,8447970
201809,128873,772822,3,1.81,"S","GLEN KARN",39.9741,-84.7948,3958446,8447688
201809,128873,772822,4,1.65,"SSE","GLEN KARN",39.9767,-84.7933,3958602,8447598
201809,128873,772823,1,1.75,"ESE","CINCINNATI",39.11,-84.52,396600,8431200
201809,128873,772823,2,1.88,"ESE","CINCINNATI",39.1079,-84.5187,396474,8431122
201809,128873,772823,3,1.8,"ESE","CINCINNATI",39.1075,-84.5205,396450,8431230
201809,128873,772823,4,1.71,"ESE","CINCINNATI",39.1099,-84.5209,396594,8431254
201809,128873,772824,1,1.28,"WSW","SCIOTOVILLE",38.76,-82.9,3845600,8254000
